1,-71.00113488,-67.22262154,-55.94043874,-37.5564249,-12.57264819,18.29790853,54.13161828
1.2,-74.16237219,-70.34063573,-58.91662523,-40.30325501,-14.97949582,16.24542461,52.5449067
1.4,-79.54881152,-75.66638375,-64.03140213,-45.07118857,-19.23640438,12.71922368,49.76784924
1.6,-88.38129664,-84.36929506,-72.43299845,-52.90517766,-26.33513887,5.876236772,44.36696166
1.8,-104.0666913,-99.87030493,-87.60401428,-67.32978492,-39.62737638,-5.206447904,34.7775059
2,-134.8887021,-130.7125322,-118.2579009,-97.77169743,-69.4168373,-33.34885523,10.54143114
2.2,169.2672719,172.5969526,-176.5899704,-159.9996753,-137.5516676,-110.1047313,-77.81389588
2.4,104.880921,107.1713114,112.8278323,122.5172949,134.8372693,145.9792385,156.2964708
2.6,61.63808288,63.4939214,68.94863268,77.56502381,88.84094502,102.2721374,117.0618961
2.8,39.60889927,41.54293371,47.28253806,56.56573167,69.06862671,84.93269324,104.1138203
3,28.1445203,30.1755278,36.19125626,45.91064482,59.49359171,76.62226531,97.67522351
3.2,21.24024198,23.32644758,29.40959858,39.39321613,53.40090096,71.25396419,93.22198602
3.4,17.30315865,19.27845277,25.28359847,35.23049949,49.0670212,67.4722876,89.77265239
3.6,14.39675294,16.41339017,22.12910336,31.47840714,45.28140527,62.40749529,84.21599869
